5190.047, 110
5190.147, 60
5190.247, 30
5190.347, 10
5190.447, 0
5190.547, 0
5190.647, 0
5190.747, 0
5190.847, 0
5190.947, 0
5191.047, 0
5191.147, 50
5191.247, 0
5191.347, 0
5191.447, 0
5191.547, 0
5191.647, 0
5191.747, 0
5191.847, 0
5191.947, 0
5192.047, 0
5192.147, 0
5192.247, 0
5192.347, 0
5192.447, 0
5192.547, 0
5192.647, 0
5192.747, 0
5192.847, 0
5192.947, 0
5193.047, 0
5193.147, 0
5193.247, 0
5193.347, 0
5193.447, 0
5193.547, 20
5193.647, 0
5193.747, 0
5193.847, 0
5193.947, 0
5194.047, 0
5194.147, 0
5194.247, 0
5194.347, 0
5194.447, 0
5194.547, 0
5194.647, 0
5194.747, 0
5194.847, 0
5194.947, 0
5195.047, 0
5195.147, 0
5195.247, 0
5195.347, 0
5195.447, 0
5195.547, 0
5195.647, 0
5195.747, 0
5195.847, 0
5195.947, 0
5196.047, 0
5196.147, 0
5196.247, 0
5196.347, 0
5196.447, 0
5196.547, 20
5196.647, 0
5196.747, 0
5196.847, 0
5196.947, 0
5197.047, 0
5197.147, 0
5197.247, 0
5197.347, 0
5197.447, 0
5197.547, 0
5197.647, 0
5197.747, 0
5197.847, 0
5197.947, 0
5198.047, 0
5198.147, 0
5198.247, 0
5198.347, 0
5198.447, 0
5198.547, 0
5198.647, 0
5198.747, 0
5198.847, 20
5198.947, 0
5199.047, 0
5199.147, 0
5199.247, 0
5199.347, 0
5199.447, 0
5199.547, 0
5199.647, 0
5199.747, 0
5199.847, 0
5199.947, 0
5200.047, 0
5200.147, 10
5200.247, 10
5200.347, 0
5200.447, 0
5200.547, 0
5200.647, 0
5200.747, 0
5200.847, 0
5200.947, 0
5201.047, 0
5201.147, 0
5201.247, 10
5201.347, 0
5201.447, 0
5201.547, 0
5201.647, 0
5201.747, 10
5201.847, 0
5201.947, 0
5202.047, 0
5202.147, 0
5202.247, 0
5202.347, 0
5202.447, 0
5202.547, 0
5202.647, 20
5202.747, 10
5202.847, 0
5202.947, 0
5203.047, 0
5203.147, 0
5203.247, 0
5203.347, 0
5203.447, 0
5203.547, 0
5203.647, 0
5203.747, 0
5203.847, 0
5203.947, 0
5204.047, 0
5204.147, 0
5204.247, 0
5204.347, 0
5204.447, 0
5204.547, 0
5204.647, 0
5204.747, 0
5204.847, 0
5204.947, 0
5205.047, 0
5205.147, 0
5205.247, 30
5205.347, 0
5205.447, 0
5205.547, 0
5205.647, 0
5205.747, 0
5205.847, 0
5205.947, 0
5206.047, 0
5206.147, 30
5206.247, 10
5206.347, 10
5206.447, 10
5206.547, 10
5206.647, 20
5206.747, 10
5206.847, 0
5206.947, 0
5207.047, 0
5207.147, 0
5207.247, 0
5207.347, 10
5207.447, 0
5207.547, 0
5207.647, 0
5207.747, 0
5207.847, 0
5207.947, 0
5208.047, 0
5208.147, 10
5208.247, 0
5208.347, 0
5208.447, 0
5208.547, 0
5208.647, 20
5208.747, 0
5208.847, 10
5208.947, 0
5209.047, 0
5209.147, 0
5209.247, 0
5209.347, 0
5209.447, 0
5209.547, 0
5209.647, 0
5209.747, 40
5209.847, 0
5209.947, 10
5210.047, 0
5210.147, 10
5210.247, 10
5210.347, 0
5210.447, 10
5210.547, 0
5210.647, 0
5210.747, 20
5210.847, 0
5210.947, 0
5211.047, 0
5211.147, 10
5211.247, 0
5211.347, 0
5211.447, 0
5211.547, 0
5211.647, 0
5211.747, 0
5211.847, 20
5211.947, 0
5212.047, 20
5212.147, 20
5212.247, 0
5212.347, 10
5212.447, 10
5212.547, 0
5212.647, 10
5212.747, 40
5212.847, 0
5212.947, 0
5213.047, 20
5213.147, 0
5213.247, 0
5213.347, 0
5213.447, 0
5213.547, 0
5213.647, 0
5213.747, 0
5213.847, 0
5213.947, 0
5214.047, 0
5214.147, 0
5214.247, 0
5214.347, 0
5214.447, 0
5214.547, 0
5214.647, 0
5214.747, 0
5214.847, 0
5214.947, 0
5215.047, 0
5215.147, 10
5215.247, 0
5215.347, 0
5215.447, 40
5215.547, 0
5215.647, 0
5215.747, 10
5215.847, 10
5215.947, 0
5216.047, 0
5216.147, 10
5216.247, 30
5216.347, 10
5216.447, 0
5216.547, 10
5216.647, 10
5216.747, 20
5216.847, 10
5216.947, 30
5217.047, 40
5217.147, 20
5217.247, 0
5217.347, 0
5217.447, 10
5217.547, 50
5217.647, 40
5217.747, 40
5217.847, 10
5217.947, 60
5218.047, 10
5218.147, 10
5218.247, 10
5218.347, 30
5218.447, 0
5218.547, 30
5218.647, 50
5218.747, 30
5218.847, 20
5218.947, 10
5219.047, 30
5219.147, 0
5219.247, 0
5219.347, 40
5219.447, 0
5219.547, 0
5219.647, 0
5219.747, 10
5219.847, 0
5219.947, 10
5220.047, 0
5220.147, 0
5220.247, 0
5220.347, 10
5220.447, 0
5220.547, 10
5220.647, 0
5220.747, 0
5220.847, 0
5220.947, 0
5221.047, 0
5221.147, 0
5221.247, 30
5221.347, 0
5221.447, 0
5221.547, 0
5221.647, 0
5221.747, 0
5221.847, 0
5221.947, 10
5222.047, 0
5222.147, 0
5222.247, 0
